Fiscal year,Proc Categ,Major Sector,Proc Type,Proc Meth,Proj Name,Proj ID,Len Instr Type,Lending Instr,Contract,Bor Ctr Ref #,#  Addendums,Ctr Awd Date,Supplier,Supp Ctry,Amount
1997,Consultant Services,"Public admin, Law",Consultanting Other Combination,Quality And Cost-Based Selection,TA PROJECT,P004339,INVESTMENT,TECHNICAL ASSIST LN,CONSULTANT SVCS:DEVELOPMENT OF MINING & EXTRACTIVE INDUSTRY,UNKNOWN,#,1/31/1997,MR. FRED BARNARD,United States,"17,500"
1997,Consultant Services,"Public admin, Law",Consultanting Other Combination,Quality And Cost-Based Selection,TA PROJECT,P004339,INVESTMENT,TECHNICAL ASSIST LN,CONSULTANT SVCS:DEVELOPMENT OF MINING & EXTRACTIVE INDUSTRY,AMENDED CONTRACAT OF MARCH 19/97,#,1/31/1997,DUNCAN & ALLEN,United States,"72,000"
1997,Consultant Services,"Public admin, Law",Consultanting Other Combination,Quality And Cost-Based Selection,TA PROJECT,P004339,INVESTMENT,TECHNICAL ASSIST LN,CONSULTANT SVCS:DEVELOPMENT OF MINING & EXTRACTIVE INDUSTRY,AMENDED CONTRACT OF MARCH 19/97,#,1/31/1997,STA (SPAIN),Spain,"42,600"
1997,Consultant Services,"Public admin, Law",Consultanting Other Combination,Quality And Cost-Based Selection,TA PROJECT,P004339,INVESTMENT,TECHNICAL ASSIST LN,CONSULTANT SVCS:DEVELOPMENT OF MINING & EXTRACTIVE INDUSTRY,AMENDED CONTRACT OF MARCH 19/97,#,1/31/1997,MR. JACK GARNETT,Canada,"33,000"
1997,Consultant Services,"Public admin, Law",Training,Quality And Cost-Based Selection,TA PROJECT,P004339,INVESTMENT,TECHNICAL ASSIST LN,CONSULTANT SVCS- TRAINING FOR BANK OF MONGOLIA STAFF,"REF: TRAVEL, INSURANCE, SUBSISTE",#,7/1/1996,OCHIRVAANII CHIMGEE,Mongolia,"30,000"
1997,Consultant Services,"Public admin, Law",Training,Quality And Cost-Based Selection,TA PROJECT,P004339,INVESTMENT,TECHNICAL ASSIST LN,CONSULTANT SVCS:TRAINING/SECONDMENT PROGRAM-BANK OF MNG STAF,"REF:TRAVEL, INSURANCE, RELOCATIO",#,1/4/1997,MRS. D. ENKHJARGAL,Mongolia,"35,000"
1997,Civil Works,Energy & mining,"Works, Maintenance and Rehabilitation",Direct Contracting,MONGOLIA COAL PROJ.,P035697,INVESTMENT,SPECIFIC INVEST LN,WATER WELL DRILLING,7201210700,#,2/7/1997,BURVORSTROI CO.,Russian Federat,"1,214,200"
1997,Goods,"Public admin, Law",Equipment Information Technology,International Competitive Bidding,TA PROJECT,P004339,INVESTMENT,TECHNICAL ASSIST LN,TRAINING PROGRAM RE BANK OF MONGOLIA COMPUTERIZATION PROGRAM,JAN 97/BOM/PP/001,1,10/9/1996,"NUCLEUS SOFTWARE EXPORTS, LTD",India,"200,000"
1997,Goods,"Public admin, Law",Equipment Information Technology,International Competitive Bidding,TA PROJECT,P004339,INVESTMENT,TECHNICAL ASSIST LN,COMPUTER EQUIPMENT; SOFTWARE PROGRAMS AND SYSTEMS,C-2321-MOG,#,10/9/1996,"NUCLEUS SOFTWARE EXPORTS, LTD",India,"145,000"
1997,Goods,"Public admin, Law",Equipment Information Technology,International Shopping,TA PROJECT,P004339,INVESTMENT,TECHNICAL ASSIST LN,"PURCHASE OF COMPUTER EQUIPMENT, PERIPHERALS, AND COPIER",MCS INTL.,#,4/3/1997,MCS INTERNATIONAL CO. LTD,Mongolia,"90,000"
1997,Goods,"Public admin, Law",Equipment Information Technology,International Shopping,TA PROJECT,P004339,INVESTMENT,TECHNICAL ASSIST LN,PURCHASE OF COMPUTER EQUIPMENT & PERIPHERALS,UNKNOWN,#,4/3/1997,"JEMR CO., LTD, MONGOLIA",Mongolia,"25,650"
1997,Goods,"Public admin, Law",Equipment Information Technology,National Shopping,TA PROJECT,P004339,INVESTMENT,TECHNICAL ASSIST LN,COMPUTER AND OFFICE TECHNOLOGY EQUIPMENT FOR BANK OF MNG.,UNKNOWN,#,9/16/1996,BODI INTERNATIONAL CO. LTD,Mongolia,"60,000"
1997,Goods,"Public admin, Law","Equipment, Medical",International Shopping,MN-Transport Rehab.,P004342,INVESTMENT,SPECIFIC INVEST LN,ULTRASONIC/MAGNETIC FLAW DETECTORS,UNKNOWN,2,6/24/1997,NAMICON,Italy,676
1997,Goods,"Public admin, Law","Equipment, Mechanical",Direct Contracting,MN-Transport Rehab.,P004342,INVESTMENT,SPECIFIC INVEST LN,OVERHAUL OF LOCOMOTIVES,C-2516MOG/97-001,#,5/27/1997,TEPLOVOZOREMONTNY ZAVOD,Ukraine,"39,600"
1997,Goods,"Public admin, Law","Equipment, Mechanical",International Competitive Bidding,MN-Transport Rehab.,P004342,INVESTMENT,SPECIFIC INVEST LN,RLY WHEEL FLANGE WELDING EQP,C2615-MOG/MTI-9601,#,11/12/1996,ANGELIQUE INTERNATIONAL,India,"9,685"
1997,Goods,"Public admin, Law","Equipment, Mechanical",International Shopping,MN-Transport Rehab.,P004342,INVESTMENT,SPECIFIC INVEST LN,LIAZ BUS SPARE PARTS,C-2615MOG/MER-9701,#,4/3/1997,HASBALL,Japan,"18,323"
1997,Goods,"Public admin, Law","Equipment, Transportation",Direct Contracting,MN-Transport Rehab.,P004342,INVESTMENT,SPECIFIC INVEST LN,LOCOMOTIVE SPARE PARTS,643-...-07/626-496,#,7/25/1996,ROSZHELDORSNAB,Russian Federat,"38,801"
1997,Goods,"Public admin, Law","Equipment, Transportation",Direct Contracting,MN-Transport Rehab.,P004342,INVESTMENT,SPECIFIC INVEST LN,LOCOMOTIVE REPAIRS - 7 PIECES,MOG/96-001,#,7/25/1996,LOCOMOTIVE REPAIRING PLANT,Ukraine,"46,200"
1997,Goods,"Public admin, Law","Equipment, Transportation",Direct Contracting,MN-Transport Rehab.,P004342,INVESTMENT,SPECIFIC INVEST LN,LOCOMOTIVE SPARE PARTS,MOG/96-002,#,7/25/1996,LOCOMOTIVE REPAIRING PLANT,Ukraine,"7,860"
1997,Goods,"Public admin, Law","Equipment, Transportation",Direct Contracting,MN-Transport Rehab.,P004342,INVESTMENT,SPECIFIC INVEST LN,CARGO/PASSENGER WAGON SPARE PARTS,643-...-07/627-496,#,7/25/1996,ROZHELDORSNAB,Russian Federat,"2,633"
1997,Goods,"Public admin, Law","Equipment, Transportation",International Competitive Bidding,MN-Transport Rehab.,P004342,INVESTMENT,SPECIFIC INVEST LN,SUPPLY & DELIVERY OF SPARE PARTS AND CONSUMABLES FOR 3 YEARS,C.2615.MOG.MTI.9601.B,#,12/10/1996,ANGELIQUE INTERNATIONAL,India,"4,279"
1997,Goods,"Public admin, Law","Equipment, Transportation",International Competitive Bidding,MN - POVERTY ALLEVIATION,P036417,INVESTMENT,SPECIFIC INVEST LN,30 SUM HOSPITAL VEHICLES,C-2760-MOG-PAPO-1-97,#,5/28/1997,IH GOON CO. LTD,Mongolia,"2,010"
1997,Goods,"Public admin, Law","Equipment, Transportation",International Shopping,MN-Transport Rehab.,P004342,INVESTMENT,SPECIFIC INVEST LN,"SPARE PARTS FOR TROLLEY BUSES, TYPE ZUI",C-2615MOG/MER-9,#,11/27/1996,HASBALL,Japan,"8,955"
1997,Goods,"Public admin, Law","Equipment, Transportation",International Shopping,MN-Transport Rehab.,P004342,INVESTMENT,SPECIFIC INVEST LN,SPARE PARTS-TROLLEY BUSES TYPE ZUI,C-2615MOG/MER-9610,#,11/27/1996,RABA,Hungary,"4,481"
1997,Goods,"Public admin, Law","Materials, Construction",International Competitive Bidding,ECON. TRANS. SUP.CRE,P004341,ADJUSTMENT,REHABILITATION LN,LUBRICANTS FOR MACHINERY AND EQUIPMENT,C-2551-MOG/NIC,#,12/9/1996,"MOBIL KOREA LUBE OIL, INC","Korea, Republic","114,937"
1997,Goods,"Public admin, Law",Miscellaneous,International Shopping,TA PROJECT,P004339,INVESTMENT,TECHNICAL ASSIST LN,"EXPENSES INCURRED RE MNG. INVESTMENT CONFERENCE ON MINING,",UNKNOWN,#,3/28/1997,MIN. OF FINANCE,Mongolia,"44,958"
1997,Goods,Education,"Equipment, Transportation",International Competitive Bidding,MN - POVERTY ALLEVIATION,P036417,INVESTMENT,SPECIFIC INVEST LN,30 SUM HOSPITAL VEHICLES,C-2760-MOG-PAPO-1-97,#,5/28/1997,IH GOON CO. LTD,Mongolia,"66,330"
1997,Goods,Health & social serv,"Equipment, Transportation",International Competitive Bidding,MN - POVERTY ALLEVIATION,P036417,INVESTMENT,SPECIFIC INVEST LN,30 SUM HOSPITAL VEHICLES,C-2760-MOG-PAPO-1-97,#,5/28/1997,IH GOON CO. LTD,Mongolia,"132,660"
1997,Goods,Energy & mining,"Equipment, Energy Exploration, Productio",International Competitive Bidding,MONGOLIA COAL PROJ.,P035697,INVESTMENT,SPECIFIC INVEST LN,EXPLOSIVE INITIATOR SYSTEM,BNC/9651,#,11/13/1996,ITOCHU CORPORATION,Japan,"998,500"
1997,Goods,Energy & mining,"Equipment, Mining",Direct Contracting,MONGOLIA COAL PROJ.,P035697,INVESTMENT,SPECIFIC INVEST LN,SPARE PARTS FOR EXCAVATOR EKG-5A,08/97-70,#,6/11/1997,MONTECHMASH,Mongolia,"348,933"
1997,Goods,Energy & mining,"Equipment, Mining",Direct Contracting,MONGOLIA COAL PROJ.,P035697,INVESTMENT,SPECIFIC INVEST LN,SPARE PARTS FOR EXCAVATORS ESH-15/90 & 20/90,09/97-67,#,6/11/1997,MONTECHMASH,Mongolia,"165,523"
1997,Goods,Energy & mining,"Equipment, Mining",Direct Contracting,MONGOLIA COAL PROJ.,P035697,INVESTMENT,SPECIFIC INVEST LN,SPARE PARTS FOR EXCAVATOR ESH-15/90 & 20/90,07/97-68,#,6/11/1997,MONTECHMASH,Mongolia,"431,045"
1997,Goods,Energy & mining,"Equipment, Mining",International Competitive Bidding,MONGOLIA COAL PROJ.,P035697,INVESTMENT,SPECIFIC INVEST LN,"TWENTY 90.9 MT DUMP TRUCKS, 4 310HP RUBBER TIRED DOZERS",BNC/9650-01,#,6/19/1997,CATERPILAR OVERSEAS S.A.,Singapore,"14,652,552"
1997,Goods,Energy & mining,"Equipment, Mining",International Competitive Bidding,MONGOLIA COAL PROJ.,P035697,INVESTMENT,SPECIFIC INVEST LN,TRUCKS AND EARTHMOVING EQUIPMENT,BNC/9650-02,#,6/19/1997,ITOCHU CORPORATION,Japan,"2,809,231"
1997,Goods,Energy & mining,"Materials, Construction",International Competitive Bidding,ECON. TRANS. SUP.CRE,P004341,ADJUSTMENT,REHABILITATION LN,LUBRICANTS FOR MACHINERY AND EQUIPMENT,C-2551-MOG/NIC,#,12/9/1996,"MOBIL KOREA LUBE OIL, INC","Korea, Republic","344,810"
1997,Goods,Transportation,"Equipment, Medical",International Shopping,MN-Transport Rehab.,P004342,INVESTMENT,SPECIFIC INVEST LN,ULTRASONIC/MAGNETIC FLAW DETECTORS,UNKNOWN,2,6/24/1997,NAMICON,Italy,"19,831"
1997,Goods,Transportation,"Equipment, Mechanical",Direct Contracting,MN-Transport Rehab.,P004342,INVESTMENT,SPECIFIC INVEST LN,OVERHAUL OF LOCOMOTIVES,C-2516MOG/97-001,#,5/27/1997,TEPLOVOZOREMONTNY ZAVOD,Ukraine,"1,161,600"
1997,Goods,Transportation,"Equipment, Mechanical",International Competitive Bidding,MN-Transport Rehab.,P004342,INVESTMENT,SPECIFIC INVEST LN,RLY WHEEL FLANGE WELDING EQP,C2615-MOG/MTI-9601,#,11/12/1996,ANGELIQUE INTERNATIONAL,India,"284,095"
1997,Goods,Transportation,"Equipment, Mechanical",International Shopping,MN-Transport Rehab.,P004342,INVESTMENT,SPECIFIC INVEST LN,LIAZ BUS SPARE PARTS,C-2615MOG/MER-9701,#,4/3/1997,HASBALL,Japan,"537,467"
1997,Goods,Transportation,"Equipment, Transportation",Direct Contracting,MN-Transport Rehab.,P004342,INVESTMENT,SPECIFIC INVEST LN,LOCOMOTIVE SPARE PARTS,643-...-07/626-496,#,7/25/1996,ROSZHELDORSNAB,Russian Federat,"1,138,165"
1997,Goods,Transportation,"Equipment, Transportation",Direct Contracting,MN-Transport Rehab.,P004342,INVESTMENT,SPECIFIC INVEST LN,LOCOMOTIVE REPAIRS - 7 PIECES,MOG/96-001,#,7/25/1996,LOCOMOTIVE REPAIRING PLANT,Ukraine,"1,355,200"
1997,Goods,Transportation,"Equipment, Transportation",Direct Contracting,MN-Transport Rehab.,P004342,INVESTMENT,SPECIFIC INVEST LN,LOCOMOTIVE SPARE PARTS,MOG/96-002,#,7/25/1996,LOCOMOTIVE REPAIRING PLANT,Ukraine,"230,556"
1997,Goods,Transportation,"Equipment, Transportation",Direct Contracting,MN-Transport Rehab.,P004342,INVESTMENT,SPECIFIC INVEST LN,CARGO/PASSENGER WAGON SPARE PARTS,643-...-07/627-496,#,7/25/1996,ROZHELDORSNAB,Russian Federat,"77,233"
1997,Goods,Transportation,"Equipment, Transportation",International Competitive Bidding,MN-Transport Rehab.,P004342,INVESTMENT,SPECIFIC INVEST LN,SUPPLY & DELIVERY OF SPARE PARTS AND CONSUMABLES FOR 3 YEARS,C.2615.MOG.MTI.9601.B,#,12/10/1996,ANGELIQUE INTERNATIONAL,India,"125,508"
1997,Goods,Transportation,"Equipment, Transportation",International Shopping,MN-Transport Rehab.,P004342,INVESTMENT,SPECIFIC INVEST LN,"SPARE PARTS FOR TROLLEY BUSES, TYPE ZUI",C-2615MOG/MER-9,#,11/27/1996,HASBALL,Japan,"262,687"
1997,Goods,Transportation,"Equipment, Transportation",International Shopping,MN-Transport Rehab.,P004342,INVESTMENT,SPECIFIC INVEST LN,SPARE PARTS-TROLLEY BUSES TYPE ZUI,C-2615MOG/MER-9610,#,11/27/1996,RABA,Hungary,"131,451"
1997,Goods,Industry and trade,"Equipment, Medical",International Shopping,MN-Transport Rehab.,P004342,INVESTMENT,SPECIFIC INVEST LN,ULTRASONIC/MAGNETIC FLAW DETECTORS,UNKNOWN,2,6/24/1997,NAMICON,Italy,"2,028"
1997,Goods,Industry and trade,"Equipment, Mechanical",Direct Contracting,MN-Transport Rehab.,P004342,INVESTMENT,SPECIFIC INVEST LN,OVERHAUL OF LOCOMOTIVES,C-2516MOG/97-001,#,5/27/1997,TEPLOVOZOREMONTNY ZAVOD,Ukraine,"118,800"
1997,Goods,Industry and trade,"Equipment, Mechanical",International Competitive Bidding,MN-Transport Rehab.,P004342,INVESTMENT,SPECIFIC INVEST LN,RLY WHEEL FLANGE WELDING EQP,C2615-MOG/MTI-9601,#,11/12/1996,ANGELIQUE INTERNATIONAL,India,"29,055"
1997,Goods,Industry and trade,"Equipment, Mechanical",International Shopping,MN-Transport Rehab.,P004342,INVESTMENT,SPECIFIC INVEST LN,LIAZ BUS SPARE PARTS,C-2615MOG/MER-9701,#,4/3/1997,HASBALL,Japan,"54,968"
1997,Goods,Industry and trade,"Equipment, Transportation",Direct Contracting,MN-Transport Rehab.,P004342,INVESTMENT,SPECIFIC INVEST LN,LOCOMOTIVE SPARE PARTS,643-...-07/626-496,#,7/25/1996,ROSZHELDORSNAB,Russian Federat,"116,403"
1997,Goods,Industry and trade,"Equipment, Transportation",Direct Contracting,MN-Transport Rehab.,P004342,INVESTMENT,SPECIFIC INVEST LN,LOCOMOTIVE REPAIRS - 7 PIECES,MOG/96-001,#,7/25/1996,LOCOMOTIVE REPAIRING PLANT,Ukraine,"138,600"
1997,Goods,Industry and trade,"Equipment, Transportation",Direct Contracting,MN-Transport Rehab.,P004342,INVESTMENT,SPECIFIC INVEST LN,LOCOMOTIVE SPARE PARTS,MOG/96-002,#,7/25/1996,LOCOMOTIVE REPAIRING PLANT,Ukraine,"23,580"
1997,Goods,Industry and trade,"Equipment, Transportation",Direct Contracting,MN-Transport Rehab.,P004342,INVESTMENT,SPECIFIC INVEST LN,CARGO/PASSENGER WAGON SPARE PARTS,643-...-07/627-496,#,7/25/1996,ROZHELDORSNAB,Russian Federat,"7,899"
1997,Goods,Industry and trade,"Equipment, Transportation",International Competitive Bidding,MN-Transport Rehab.,P004342,INVESTMENT,SPECIFIC INVEST LN,SUPPLY & DELIVERY OF SPARE PARTS AND CONSUMABLES FOR 3 YEARS,C.2615.MOG.MTI.9601.B,#,12/10/1996,ANGELIQUE INTERNATIONAL,India,"12,836"
1997,Goods,Industry and trade,"Equipment, Transportation",International Shopping,MN-Transport Rehab.,P004342,INVESTMENT,SPECIFIC INVEST LN,"SPARE PARTS FOR TROLLEY BUSES, TYPE ZUI",C-2615MOG/MER-9,#,11/27/1996,HASBALL,Japan,"26,866"
1997,Goods,Industry and trade,"Equipment, Transportation",International Shopping,MN-Transport Rehab.,P004342,INVESTMENT,SPECIFIC INVEST LN,SPARE PARTS-TROLLEY BUSES TYPE ZUI,C-2615MOG/MER-9610,#,11/27/1996,RABA,Hungary,"13,444"
1997,Goods,Industry and trade,"Materials, Construction",International Competitive Bidding,ECON. TRANS. SUP.CRE,P004341,ADJUSTMENT,REHABILITATION LN,LUBRICANTS FOR MACHINERY AND EQUIPMENT,C-2551-MOG/NIC,#,12/9/1996,"MOBIL KOREA LUBE OIL, INC","Korea, Republic","114,937"
1998,Consultant Services,"Public admin, Law",Instutional/Management Assistance,Quality And Cost-Based Selection,MN-UB SERV. IMPRMVT,P036052,INVESTMENT,SPECIFIC INVEST LN,PROJECT IMPLEMENTATION AND MANAGEMENT CONSULTANTS,UNKNOWN,1,3/31/1998,"PADCO, INC.",Russian Federat,"43,466"
1998,Consultant Services,"Public admin, Law",Instutional/Management Assistance,Quality And Cost-Based Selection,"MN-BANK,ENT,LEG,TA(BELT",P047683,INVESTMENT,TECHNICAL ASSIST LN,IMPLEMENTING FINANCIAL RESTRUCTURING,UNKNOWN,#,9/30/1997,BMB MANAGEMENT CONSULTING,Netherlands,"139,463"
1998,Consultant Services,"Public admin, Law",Consultanting Other Combination,Quality And Cost-Based Selection,TA PROJECT,P004339,INVESTMENT,TECHNICAL ASSIST LN,AUDIT OF PROJECT FINANCIAL STATEMENTS,UNKNOWN,#,12/30/1997,ARTHUR ANDERSEN & CO.,"Yemen, Republic","8,000"
1998,Consultant Services,"Public admin, Law",Training,Quality And Cost-Based Selection,TA PROJECT,P004339,INVESTMENT,TECHNICAL ASSIST LN,STUDY TOUR FOR MOF STAFF,UNKNOWN,#,11/14/1997,PDP AUSTRALIA PTY LTD.,Australia,"157,388"
1998,Consultant Services,"Public admin, Law",Training,Quality And Cost-Based Selection,"MN-BANK,ENT,LEG,TA(BELT",P047683,INVESTMENT,TECHNICAL ASSIST LN,TWINNING AGREEMENT,UNKNOWN,#,10/15/1997,NORWEGIAN BANKING RESOURCES,Norway,"420,000"
1998,Consultant Services,Finance,Instutional/Management Assistance,Quality And Cost-Based Selection,"MN-BANK,ENT,LEG,TA(BELT",P047683,INVESTMENT,TECHNICAL ASSIST LN,IMPLEMENTING FINANCIAL RESTRUCTURING,UNKNOWN,#,9/30/1997,BMB MANAGEMENT CONSULTING,Netherlands,"59,770"
1998,Consultant Services,Finance,Training,Quality And Cost-Based Selection,"MN-BANK,ENT,LEG,TA(BELT",P047683,INVESTMENT,TECHNICAL ASSIST LN,TWINNING AGREEMENT,UNKNOWN,#,10/15/1997,NORWEGIAN BANKING RESOURCES,Norway,"180,000"
1998,Consultant Services,Energy & mining,Training,Quality And Cost-Based Selection,MONGOLIA COAL PROJ.,P035697,INVESTMENT,SPECIFIC INVEST LN,"MINE MANAGEMENT, SUPERVISION AND OPERATIONS TRAINING",BN-97/142,#,8/28/1997,"NORWEST MINE SERVICES, INC.",United States,"200,000"
1998,Consultant Services,Energy & mining,Training,Quality And Cost-Based Selection,MONGOLIA COAL PROJ.,P035697,INVESTMENT,SPECIFIC INVEST LN,ENVIRONMENTAL AND OCCUPATIONAL HEALTH AND SAFETY MANAGEMENT,BN-97/141,#,9/12/1997,WARDELL ARMSTRONG,United Kingdom,"249,900"
1998,Consultant Services,Energy & mining,Training,Quality And Cost-Based Selection,MONGOLIA COAL PROJ.,P035697,INVESTMENT,SPECIFIC INVEST LN,FINANCIAL AND ACCOUNTING MANAGEMENT,BN-97-170,#,11/18/1997,ARTHUR ANDERSEN & CO.,Australia,"750,000"
1998,Consultant Services,Energy & mining,Training,Quality And Cost-Based Selection,MONGOLIA COAL PROJ.,P035697,INVESTMENT,SPECIFIC INVEST LN,TAVAN TOLGOI AND SHIVEE OVOO TA,TAVANTOLGOI,#,1/21/1998,"NORWEST MINE SERVICES, INC.",United States,"698,824"
1998,Consultant Services,Water/sanit/fld prot,Instutional/Management Assistance,Quality And Cost-Based Selection,MN-UB SERV. IMPRMVT,P036052,INVESTMENT,SPECIFIC INVEST LN,PROJECT IMPLEMENTATION AND MANAGEMENT CONSULTANTS,UNKNOWN,1,3/31/1998,"PADCO, INC.",Russian Federat,"825,848"
1998,Civil Works,"Public admin, Law",Works Civil Works,National Competitive Bidding,MN-UB SERV. IMPRMVT,P036052,INVESTMENT,SPECIFIC INVEST LN,HYDRAULIC STRUCTURES (HAILAST & YARMAG WATER RESERVOIRS),1A1,4,12/4/1997,MONINJBAR SHARE HOLDING CO.,Mongolia,"18,695"
1998,Civil Works,"Public admin, Law","Works, Infrastructure",International Competitive Bidding,MN-Transport Rehab.,P004342,INVESTMENT,SPECIFIC INVEST LN,RD IMPROVEMENTS: KHARKHORIN-TSETSERLEG,C/2615/RD/3,1,6/11/1998,ERDENE ZAM,China,"24,425"
1998,Civil Works,"Public admin, Law","Works, Infrastructure",International Competitive Bidding,MN-Transport Rehab.,P004342,INVESTMENT,SPECIFIC INVEST LN,RD IMPROVEMENTS: KHARKHORIN-TSETSERLEG,C-2615/RD/2,1,6/11/1998,ERDENE ZAM,China,"22,488"
1998,Civil Works,"Public admin, Law","Works, Infrastructure",International Competitive Bidding,MN-Transport Rehab.,P004342,INVESTMENT,SPECIFIC INVEST LN,RD IMPROVEMENTS: KHARKHORIN-TSETSERLEG,C-2615/RD/1,1,6/11/1998,DAR ZAM,China,"22,089"
1998,Civil Works,"Public admin, Law","Works, Infrastructure",National Competitive Bidding,MN-UB SERV. IMPRMVT,P036052,INVESTMENT,SPECIFIC INVEST LN,CONSTRUCTION OF HAILAAST PUMP STATION (NOTE USD 1 IS DUMMY N,CONTRACT 1A2,2,12/4/1997,MONNAB,Mongolia,"16,870"
1998,Civil Works,Transportation,"Works, Infrastructure",International Competitive Bidding,MN-Transport Rehab.,P004342,INVESTMENT,SPECIFIC INVEST LN,RD IMPROVEMENTS: KHARKHORIN-TSETSERLEG,C/2615/RD/3,1,6/11/1998,ERDENE ZAM,China,"716,476"
1998,Civil Works,Transportation,"Works, Infrastructure",International Competitive Bidding,MN-Transport Rehab.,P004342,INVESTMENT,SPECIFIC INVEST LN,RD IMPROVEMENTS: KHARKHORIN-TSETSERLEG,C-2615/RD/2,1,6/11/1998,ERDENE ZAM,China,"659,635"
1998,Civil Works,Transportation,"Works, Infrastructure",International Competitive Bidding,MN-Transport Rehab.,P004342,INVESTMENT,SPECIFIC INVEST LN,RD IMPROVEMENTS: KHARKHORIN-TSETSERLEG,C-2615/RD/1,1,6/11/1998,DAR ZAM,China,"647,942"
1998,Civil Works,Water/sanit/fld prot,Works Civil Works,National Competitive Bidding,MN-UB SERV. IMPRMVT,P036052,INVESTMENT,SPECIFIC INVEST LN,HYDRAULIC STRUCTURES (HAILAST & YARMAG WATER RESERVOIRS),1A1,4,12/4/1997,MONINJBAR SHARE HOLDING CO.,Mongolia,"355,213"
1998,Civil Works,Water/sanit/fld prot,"Works, Infrastructure",National Competitive Bidding,MN-UB SERV. IMPRMVT,P036052,INVESTMENT,SPECIFIC INVEST LN,CONSTRUCTION OF HAILAAST PUMP STATION (NOTE USD 1 IS DUMMY N,CONTRACT 1A2,2,12/4/1997,MONNAB,Mongolia,"320,525"
1998,Civil Works,Industry and trade,"Works, Infrastructure",International Competitive Bidding,MN-Transport Rehab.,P004342,INVESTMENT,SPECIFIC INVEST LN,RD IMPROVEMENTS: KHARKHORIN-TSETSERLEG,C/2615/RD/3,1,6/11/1998,ERDENE ZAM,China,"73,276"
1998,Civil Works,Industry and trade,"Works, Infrastructure",International Competitive Bidding,MN-Transport Rehab.,P004342,INVESTMENT,SPECIFIC INVEST LN,RD IMPROVEMENTS: KHARKHORIN-TSETSERLEG,C-2615/RD/2,1,6/11/1998,ERDENE ZAM,China,"67,463"
1998,Civil Works,Industry and trade,"Works, Infrastructure",International Competitive Bidding,MN-Transport Rehab.,P004342,INVESTMENT,SPECIFIC INVEST LN,RD IMPROVEMENTS: KHARKHORIN-TSETSERLEG,C-2615/RD/1,1,6/11/1998,DAR ZAM,China,"66,267"
1998,Goods,"Public admin, Law",Equipment Information Technology,International Shopping,TA PROJECT,P004339,INVESTMENT,TECHNICAL ASSIST LN,COMPUTERS AND ESSENTIAL EQUIPMENT FOR MINISTRY OF FINANCE,UNKNOWN,#,9/30/1997,MCS INTERNATIONAL CO. LTD,Mongolia,"32,295"
1998,Goods,"Public admin, Law","Equipment, Transportation",Direct Contracting,MN-Transport Rehab.,P004342,INVESTMENT,SPECIFIC INVEST LN,118 WHEEL SETS FOR WAGON,07.97,#,7/16/1997,ULAN-UDE LOCOMOTIVE & CAR REPA,Mongolia,"3,936"
1998,Goods,"Public admin, Law","Equipment, Transportation",International Competitive Bidding,MN-Transport Rehab.,P004342,INVESTMENT,SPECIFIC INVEST LN,"SUPPLY OF 2750 URBAN BUS TYRE SETS, 1100 OF TROLLEY BUSTYRE",C.2615.MOG.CTCD.1,#,2/24/1998,HASHBALL CO. LTD.,Mongolia,"16,434"
1998,Goods,"Public admin, Law","Equipment, Transportation",International Competitive Bidding,MN-Transport Rehab.,P004342,INVESTMENT,SPECIFIC INVEST LN,SUPPLY OF SPARE PARTS TO LOCOMOTIVES,C-2615-20655341-07/901-426,#,6/15/1998,ROSZHELDORSNAB,Russian Federat,"14,201"
1998,Goods,"Public admin, Law","Equipment, Transportation",International Competitive Bidding,MN-Transport Rehab.,P004342,INVESTMENT,SPECIFIC INVEST LN,SPARE PARTS TO FREIGHT AND PASSENGER WAGONS,C.2615MOG.20655341.07.902.426,#,6/15/1998,STATE ENTERP. ROSZHELDORSNAB,United States,"10,061"
